country,gender,school_type,math_score,reading_score,science_score,education_father,education_mother,education_parents,family_structure,immigration_status
133365,Germany,Female,Middle school,472.9787,506.0589,513.2786,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Native
133366,Germany,Female,Middle school,436.1349,538.6256,527.5457,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133367,Germany,Male,Middle school,435.5118,450.9155,485.5837,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
133368,Germany,Male,Middle school,522.9864,536.3226,596.4565,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133370,Germany,Female,Middle school,613.3432,634.6577,658.0007,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
133371,Germany,Male,Middle school,563.3354,496.3857,564.8452,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133372,Germany,Male,Middle school,509.355,498.7114,452.9467,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133373,Germany,Male,Middle school,447.5074,386.7599,350.37300000000005,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133374,Germany,Male,Middle school,565.828,493.8195,478.9631,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133375,Germany,Male,Middle school,528.2832,524.3736,461.0593,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Second-Generation
133380,Germany,Female,Middle school,478.4312,553.0026,457.6091,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Second-Generation
133383,Germany,Male,Middle school,494.0879,491.5741,451.7344,ISCED 5B,"ISCED 3B, C",ISCED 5B,Both parents,Second-Generation
133385,Germany,Female,Middle school,527.8159,591.0501,515.5166,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Both parents,Second-Generation
133388,Germany,Male,Middle school,522.1296,455.4865,413.1294,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133391,Germany,Male,Middle school,571.0469,543.1391,550.8579,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
133393,Germany,Male,Middle school,499.5404,524.4538,484.3715,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133394,Germany,Female,Middle school,660.0795,660.7905,666.6729,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
133396,Germany,Female,Middle school,502.8899,542.5972,542.5587,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133402,Germany,Female,High school,623.3136,639.5825,698.937,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
133403,Germany,Female,High school,652.9132,635.6109,656.975,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
133404,Germany,Male,High school,570.5795,542.3372,631.0518,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133406,Germany,Male,High school,694.9759,645.4673,679.2615,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133407,Germany,Male,High school,632.4272,486.6822,586.2924,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133408,Germany,Female,High school,642.7869999999999,651.4177,622.3797,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
133409,Germany,Male,High school,646.9933,611.7856,667.5121,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133410,Germany,Male,High school,598.9329,548.432,619.862,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133411,Germany,Female,High school,436.4465,424.5627,417.5121,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133412,Germany,Female,High school,499.3846,575.4816,566.7102,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133413,Germany,Male,High school,741.7121,653.4868,710.9661,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
133414,Germany,Female,High school,519.0918,565.4733,575.2891,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
133415,Germany,Female,High school,525.6348,564.123,565.2182,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133416,Germany,Female,High school,626.5851,676.6767,648.0231,ISCED 5B,"ISCED 3B, C",ISCED 5B,Both parents,Native
133417,Germany,Female,High school,488.6353,517.497,540.6005,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133418,Germany,Female,High school,573.929,582.3921,595.9903,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133419,Germany,Female,High school,463.94300000000004,539.4199,572.3984,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133420,Germany,Female,High school,546.9777,614.9588,628.2544,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133421,Germany,Female,High school,509.6666,554.5913,566.9899,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133422,Germany,Male,High school,592.1561,567.6787,620.5147,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133423,Germany,Male,High school,644.3449,543.7005,582.376,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",Both parents,Native
133424,Germany,Female,High school,678.7739999999999,660.0757,675.7180000000001,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
133425,Germany,Female,High school,589.1182,588.1906,577.9,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133426,Germany,Female,High school,618.64,663.3323,597.2025,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Second-Generation
133429,Germany,Female,High school,686.096,670.5605,642.6147,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
133433,Germany,Male,High school,561.9333,550.7576,539.5748,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133436,Germany,Female,High school,621.2105,622.3459,603.0772,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
133441,Germany,Female,High school,607.7348,626.7941,599.0675,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Second-Generation
133445,Germany,Male,High school,701.7526,708.821,739.2204,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
133451,Germany,Male,Middle school,588.2614,587.7273,574.8228,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133467,Germany,Male,Middle school,433.4086,409.5351,400.9138,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,First-Generation
133472,Germany,Male,Middle school,537.7084,503.6033,624.2447,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133473,Germany,Female,Middle school,577.4342,581.8361,624.5244,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133474,Germany,Female,Middle school,463.164,498.1158,475.4196,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
133475,Germany,Male,Middle school,537.942,488.2861,534.1664,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133476,Germany,Male,Middle school,552.5861,554.7673,588.9966,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133477,Germany,Male,Middle school,607.1117,565.9144,642.4282,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
133478,Germany,Male,Middle school,520.2602,493.8997,537.8031,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133479,Germany,Female,Middle school,598.3876,526.7904,567.6427,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
133480,Germany,Female,Middle school,529.2958,553.2409,574.1701,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133481,Germany,Female,Middle school,465.1893,503.7554,452.7602,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Second-Generation
133482,Germany,Female,Middle school,521.0391,521.1508,562.9802,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
133483,Germany,Male,Middle school,524.7001,584.5195,640.47,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133484,Germany,Male,Middle school,393.527,465.1099,487.2622,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
133485,Germany,Male,Middle school,493.3868,491.4137,568.4819,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133486,Germany,Male,Middle school,505.7719,452.2788,530.0634,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133487,Germany,Female,Middle school,506.5509,585.5694,607.0869,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133489,Germany,Female,Middle school,515.8202,535.5278,560.9288,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
133490,Germany,Female,Middle school,603.8402,616.4680000000001,640.097,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
133491,Germany,Female,Middle school,465.8903,499.2279,439.8918,None,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Second-Generation
133492,Germany,Female,High school,605.5538,563.8847,571.5591,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
133493,Germany,Female,High school,562.868,623.6168,567.7359,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
133494,Germany,Male,High school,594.415,545.545,628.2544,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Single father/mother,Native
133495,Germany,Female,High school,685.6286,653.88,726.1656,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
133496,Germany,Female,High school,493.1531,532.5889,510.7609,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Second-Generation
133498,Germany,Female,High school,546.744,575.9582,554.5878,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
133499,Germany,Female,High school,463.3198,498.1952,493.4166,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133500,Germany,Female,High school,609.2927,645.9369,659.7725,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,Both parents,Native
133501,Germany,Female,High school,620.7431,609.3192,628.2544,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133503,Germany,Female,High school,572.7606,596.6897,549.6457,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133505,Germany,Male,High school,650.7322,544.3421,585.2667,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133506,Germany,Female,High school,686.5633,666.4301,686.9079,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133507,Germany,Female,High school,690.3801,674.7704,706.5834,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
133509,Germany,Female,High school,543.0830000000001,596.6897,563.9127,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133510,Germany,Male,High school,638.1134,543.6203,625.1772,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133512,Germany,Female,High school,667.4015,611.7816,640.7497,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
133514,Germany,Male,Special school,410.2742,321.5617,394.1999,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
133515,Germany,Male,Special school,377.5588,260.6139,369.0228,ISCED 1,ISCED 2,ISCED 2,Both parents,Native
133518,Germany,Female,Special school,397.0322,311.5324,357.8329,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133519,Germany,Male,Special school,442.9896,385.7173,438.9593,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133520,Germany,Female,Special school,383.0114,346.48199999999997,379.2801,ISCED 1,ISCED 1,ISCED 1,Both parents,Native
133523,Germany,Female,Special school,379.8956,400.4951,419.3771,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133525,Germany,Male,Special school,445.3264,348.0259,416.5796,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
133530,Germany,Male,Special school,340.1698,275.0489,306.5461,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",Both parents,Native
133531,Germany,Female,Main school,367.9,422.7358,391.6822,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
133533,Germany,Male,Main school,372.4178,344.2568,364.3603,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,First-Generation
133535,Germany,Female,Main school,448.2084,490.0933,464.0433,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
133539,Germany,Male,Main school,402.8743,353.5593,406.0425,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
133541,Germany,Female,Main school,379.5062,419.5585,388.605,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133542,Germany,Female,Main school,391.5018,404.3872,348.6013,None,None,None,Other,Native
133548,Germany,Female,Main school,383.4008,416.3813,420.1231,None,ISCED 2,ISCED 2,Single father/mother,Native
133553,Germany,Male,Main school,434.3434,391.2507,404.5505,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133555,Germany,Male,Integrated school,420.0888,357.6492,361.8426,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133556,Germany,Female,Integrated school,497.1257,524.4075,501.2495,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133558,Germany,Female,Integrated school,460.0483,505.2646,446.5125,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",Both parents,Native
133559,Germany,Male,Integrated school,609.4485,534.7187,595.5241,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
133560,Germany,Female,Integrated school,474.5365,498.1952,495.6546,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
133562,Germany,Female,Integrated school,502.7341,522.5806,494.1626,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
133564,Germany,Female,Integrated school,552.664,549.2694,552.7229,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133565,Germany,Male,Integrated school,468.0714,453.8025,478.1238,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
133566,Germany,Male,Integrated school,551.4177,487.4842,521.9508,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
133567,Germany,Male,Integrated school,544.7188,546.1063,586.5722,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133568,Germany,Female,Integrated school,490.1932,510.1099,469.0787,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
133569,Germany,Male,Integrated school,421.5688,429.0224,425.9045,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
133570,Germany,Female,Integrated school,426.9434,513.5254,487.4487,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
133572,Germany,Male,Integrated school,643.4881,597.6714,633.8493,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
133573,Germany,Male,Integrated school,491.6732,502.8013,507.9634,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
133574,Germany,Male,Integrated school,518.0791,507.0516,509.8284,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133575,Germany,Male,Integrated school,492.53,447.7077,489.3137,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133576,Germany,Male,Integrated school,578.1352,464.2277,504.8862,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,Both parents,Native
133577,Germany,Female,Integrated school,397.4996,446.0091,401.6598,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133579,Germany,Female,Integrated school,435.0444,446.8034,440.8243,ISCED 2,None,ISCED 2,Both parents,Native
133580,Germany,Female,Integrated school,482.4817,538.5462,519.0601,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133584,Germany,Male,Integrated school,592.935,534.8791,596.5498,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
133585,Germany,Female,Integrated school,419.23199999999997,489.3784,470.3842,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133589,Germany,Male,Integrated school,571.5921,550.918,585.7329,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
133590,Germany,Female,Integrated school,543.3167,576.2759,579.765,ISCED 2,ISCED 5B,ISCED 5B,Both parents,Native
133592,Germany,Male,Integrated school,439.1728,462.7041,508.3364,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133595,Germany,Female,Integrated school,393.6049,520.6742,495.8411,None,ISCED 2,ISCED 2,Both parents,Native
133596,Germany,Male,Integrated school,495.1005,468.2375,508.9892,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
133598,Germany,Male,Integrated school,605.398,576.5001,602.7975,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133599,Germany,Female,Integrated school,507.95300000000003,605.6654,610.5371,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133600,Germany,Female,Integrated school,504.2919,572.6221,574.3566,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
133601,Germany,Male,Integrated school,531.5548,551.4794,580.884,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Second-Generation
133602,Germany,Female,Integrated school,522.1296,610.193,557.6651,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133603,Germany,Female,High school,522.597,571.9867,481.8538,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Second-Generation
133607,Germany,Female,High school,604.9307,548.9517,584.5207,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,First-Generation
133608,Germany,Female,High school,539.8894,536.5604,587.2249,ISCED 5B,ISCED 2,ISCED 5B,Single father/mother,Native
133611,Germany,Female,High school,541.6031,577.8646,586.2924,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133614,Germany,Female,High school,634.5303,621.2339,655.3898,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133615,Germany,Female,High school,675.5803,657.8516,653.1518,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133616,Germany,Female,High school,620.4315,550.8580000000001,600.2797,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
133619,Germany,Male,High school,690.3022,620.607,689.5188,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133620,Germany,Female,High school,665.0647,637.9938,685.5091,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
133622,Germany,Female,High school,580.5499,594.3068,608.0194,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133623,Germany,Female,High school,553.2092,571.2718,596.5498,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133624,Germany,Female,High school,560.2197,540.2937,551.6039,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",Both parents,Second-Generation
133625,Germany,Female,High school,775.7517,753.8837,769.9925,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133626,Germany,Female,High school,588.9625,569.1271,592.8198,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133627,Germany,Male,High school,643.6439,547.1489,635.7143,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
133628,Germany,Female,Middle school,442.7559,492.4762,479.8956,ISCED 2,ISCED 5B,ISCED 5B,Both parents,Native
133629,Germany,Female,Middle school,437.6928,469.5207,447.3517,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133630,Germany,Male,Middle school,445.7937,397.1851,422.1746,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133632,Germany,Male,Middle school,481.54699999999997,479.5449,521.9508,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133634,Germany,Male,Middle school,579.6931,519.6422,600.0932,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
133635,Germany,Male,Middle school,606.177,491.4939,592.5401,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133636,Germany,Male,Middle school,406.8469,362.7015,450.1492,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
133637,Germany,Male,Middle school,473.1344,476.0965,502.555,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133638,Germany,Female,Middle school,500.3194,500.5782,491.4584,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133639,Germany,Female,Middle school,483.3385,534.1775,551.7904,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133640,Germany,Male,Middle school,459.8146,437.0418,473.1816,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
133642,Germany,Male,Middle school,574.1626,502.2399,547.1279,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
133643,Germany,Female,Middle school,510.3677,522.0246,537.8031,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
133644,Germany,Male,Middle school,379.7398,308.1692,378.3476,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
133645,Germany,Female,Middle school,448.9095,449.7423,464.7893,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133646,Germany,Male,Middle school,513.9508,471.5254,540.0409999999999,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133647,Germany,Male,Middle school,515.1192,456.2885,531.5554,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
133648,Germany,Male,Middle school,516.2876,464.3079,534.4461,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
133649,Germany,Female,Middle school,493.3868,485.24800000000005,477.3778,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
